# Seconds per chain entry on Linux CI, from the entry lines of each shard of owner-chains run
# 36226049378 (tree 91418119d, 107 entries; an entry that ends its component also carries the
# next component's database reset), and for the operation-routing entry from the serial build run
# 36228219698 (tree 137afe272), and for the Dashboard RUN routing entry from owner-chains run
# 36235768765 (tree 88c758ea1). Re-measure when the chain changes shape.
artifact_build_postgres::postgres_freshness_tests::exact_stale_cut_blocks_every_artifact_transition_without_writes	10.6
artifact_build_postgres::postgres_freshness_tests::stored_attempt_catalog_is_exactly_classifiable_without_writes	0.2
artifact_build_postgres::postgres_freshness_tests::opaque_legacy_success_is_classified_but_never_promoted	4.8
artifact_build_postgres::postgres_freshness_tests::exact_origin_terminal_legacy_is_read_only_and_nonterminal_blocks_activation	5.1
postgres_sealed_success_atomically_reads_back_distinct_time_heads_and_rejects_mismatches	11.7
transaction_bound_read_uses_the_borrowed_backend_locks_and_writes_nothing	5.3
transaction_bound_read_rejects_wrong_owner_acl_and_stale_custody	5.1
product_edge_postgres::tests::frozen_program_runs_the_production_composer_to_a_durable_artifact	36.7
replay_policy_catalog_postgres_v2::postgres_tests::catalog_v3_bootstrap_publishes_the_head_the_owner_reads_and_formation_binds	5.3
postgres::tests::autonomous_policy_authorization_advisory_lock_serializes_distinct_authorizations	5.0
postgres::tests::autonomous_policy_authorization_issue_read_replay_successor_revoke_restart_acl_and_expiry	7.4
postgres::tests::postgres_successor_is_append_only_replay_safe_and_preserves_history	4.6
postgres::tests::postgres_history_mutations_fail_closed_and_restore_exactly	4.8
postgres::tests::shared_resolver_blocks_revoke_update_lock	4.0
postgres::tests::select_only_consumer_resolve_serializes_with_revoke	5.2
postgres::tests::lifecycle_request_admission_is_typed_effect_free_and_replay_exact	4.5
adapter_binding_postgres::tests::postgres_binding_custody_is_atomic_replay_safe_and_tamper_closed	1.6
capacity_scope_postgres::tests::postgres_capacity_scope_registry_is_append_only_and_seals_one_bound_scope	1.7
registry_postgres::postgres_proof::postgres_execution_scope_binds_only_what_both_source_owners_confirm	1.7
postgres::postgres_tests::protected_replay_request_sets_seal_every_terminal_lineage_and_close_registration	1.2
tests::postgres_protected_v3_results_and_attempt_frontiers_close_every_terminal_lineage	3.9
postgres::postgres_tests::protected_assessments_close_every_terminal_once_and_project_public_status	2.0
postgres::postgres_tests::protected_feedback_projection_readback_fails_closed_on_corruption_and_writes_nothing	0.3
owner::postgres::market_data_rd_api_authorization_postgres_tests::market_data_rd_api_admits_the_rd_owner_through_the_grant_layer_alone	1.2
owner::postgres::market_data_rd_api_authorization_postgres_tests::market_data_rd_api_refuses_the_backtest_owner_loudly_not_emptily	4.6
postgres::chain_proofs::terminal_receipt_custody_commits_joins_refuses_and_reads_back_to_product_edge	5.1
postgres::chain_proofs::a_caller_without_the_grant_is_refused_rather_than_answered_empty	4.5
capacity_read_port_postgres::postgres_proof::postgres_capacity_observation_seals_only_what_portfolio_currently_publishes	5.0
tests::frozen_program_replays_over_http_to_the_same_joint_freeze	3.9
tests::an_authored_design_is_published_bound_and_frozen_over_http	3.9
intent_lookup_does_not_lock_a_receipt_it_does_not_return	7.1
postgres_error_message::postgres_tests::owner_storage_errors_carry_the_detail_postgres_sent	3.6
product_edge_postgres::tests::second_request_under_one_principal_resolves_through_the_frontier_arm	5.9
postgres::postgres_tests::sealed_request_reads_name_the_admission_they_refused	0.2
postgres::postgres_tests::an_orphaned_projection_names_itself_rather_than_the_caller_request	0.3
postgres::postgres_tests::an_eligibility_fact_window_is_derived_and_its_lineage_is_enforced_by_storage	3.3
tests::the_authored_frozen_program_runs_the_production_composer	23.7
iteration_decision_postgres::postgres_acceptance_tests::backtest_run_report_postgres_acceptance_tests::backtest_run_report_reads_back_every_point_a_real_run_committed	9.3
tests::backtest_run_report_browser_acceptance_reads_the_owner_answer	35.2
postgres_readback_refuses_an_identity_admitted_for_another_operation	4.5
product_edge_postgres::tests::postgres_v3_request_binds_its_instrument_scope_into_the_intent	4.6
product_edge_postgres::tests::postgres_v3_scope_market_data_does_not_admit_closes_with_its_bound_check	1.8
product_edge_postgres::tests::postgres_v3_request_market_data_cannot_place_is_rejected_by_its_own_answer	5.8
deployment_acceptance::tests::deployment_fixture_is_admitted_idempotent_and_refuses_other_content_by_name	1.4
iteration_decision_postgres::postgres_acceptance_tests::legacy_replay_request_passes_the_source_boundary_under_issuance_isolation	4.8
postgres_tests::the_operation_routing_read_port_answers_every_routing_state_over_http	2.6
artifact_build_postgres::postgres_freshness_tests::legacy_prepared_drain_is_atomic_idempotent_and_read_only	3.5
dashboard_run_routing_acceptance::a_dashboard_run_starts_only_on_the_routing_the_writer_committed_and_reaches_the_owner	6.4
