# Generated by scripts/ci/rd-owner-chain-shard-plan.py; do not edit by hand.
# 4 shards; planned seconds per shard: 251, 201, 201, 201
shard-2	tests::postgres_result_owner_is_atomic_restart_exact_and_rd_locked_read_only	tests::postgres_result_rd_read_rejects_function_source_drift	0
shard-2	tests::postgres_result_owner_is_atomic_restart_exact_and_rd_locked_read_only	tests::postgres_result_rd_read_rejects_owner_api_routine_sibling	0
shard-2	tests::postgres_result_owner_is_atomic_restart_exact_and_rd_locked_read_only	tests::postgres_result_rd_read_rejects_raw_table_acl_drift	0
shard-2	tests::postgres_result_owner_is_atomic_restart_exact_and_rd_locked_read_only	tests::postgres_result_rd_read_rejects_inherited_owner_membership	0
shard-2	tests::postgres_result_owner_is_atomic_restart_exact_and_rd_locked_read_only	tests::postgres_result_rd_read_rejects_owner_attribute_drift	0
shard-2	tests::postgres_result_owner_is_atomic_restart_exact_and_rd_locked_read_only	tests::postgres_result_topology_fence_serializes_managed_acl_drift	0
shard-4	tests::postgres_result_mid_commit_failure_rolls_back_every_aggregate_row	tests::postgres_result_mid_commit_failure_rolls_back_every_aggregate_row	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	artifact_build_postgres::postgres_freshness_tests::specialized_artifact_admission_rechecks_locked_rd_view_at_final_cut	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	artifact_build_postgres::postgres_freshness_tests::governance_artifact_membership_readback_is_restart_exact_and_fail_closed	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::successor_artifact_enters_exploratory_replay_with_exact_owner_custody	iteration_decision_postgres::postgres_acceptance_tests::successor_artifact_enters_exploratory_replay_with_exact_owner_custody	0
shard-2	frozen_exploratory_replay_request_is_sealed_for_canonical_backtest_owner	tests::strategy_source_browser_acceptance_reads_canonical_terminal_owner_custody	1
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	iteration_decision_postgres::postgres_acceptance_tests::repair_decision_action_and_market_data_request_commit_retry_resolve_and_rejection_are_atomic	0
shard-2	replay_execution_profile_binding_v1::tests::verified_owner_readback_mints_provenance_and_wrong_coordinates_fail	replay_execution_profile_binding_v1::tests::verified_owner_readback_mints_provenance_and_wrong_coordinates_fail	0
shard-2	postgres::tests::expired_manifest_recovery_sidecars_reject_unknown_constraints_without_catalog_mutation	postgres::tests::expired_manifest_recovery_sidecars_reject_unknown_constraints_without_catalog_mutation	0
shard-4	atomic_exact_replay_restart_tamper_and_acl_fail_closed	atomic_exact_replay_restart_tamper_and_acl_fail_closed	0
shard-4	program_host_bar_joined_cut_postgres_acceptance_tests::owner_postgres_v4_moves_through_program_host_and_real_backtest	program_host_bar_joined_cut_postgres_acceptance_tests::owner_postgres_v4_moves_through_program_host_and_real_backtest	0
shard-3	iteration_decision_postgres::postgres_acceptance_tests::iteration_analysis_postgres_acceptance_tests::analysis_request_completion_resolve_restart_and_tamper_are_atomic	iteration_decision_postgres::postgres_acceptance_tests::iteration_analysis_postgres_acceptance_tests::analysis_request_completion_resolve_restart_and_tamper_are_atomic	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	postgres::postgres_tests::protected_replay_request_is_atomic_retry_exact_and_backtest_sealed	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	tests::postgres_protected_result_is_atomic_request_bound_and_qualification_sealed	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	postgres::postgres_tests::negative_protected_attempt_closure_is_atomic_retry_exact_and_eligibility_absent	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	postgres::postgres_tests::diagnostic_protected_attempt_closure_is_atomic_and_creates_no_assessment_or_eligibility	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	product_edge_postgres::tests::bounded_feature_program_joint_freeze_is_atomic_idempotent_and_tamper_closed	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	product_edge_postgres::tests::declared_bounded_feature_program_assembles_from_owner_custody_and_freezes	0
shard-3	postgres_migration_materializes_only_private_binary_authority	postgres_migration_materializes_only_private_binary_authority	0
shard-2	sealed_read_port_is_restart_exact_fail_closed_and_query_only	sealed_read_port_is_restart_exact_fail_closed_and_query_only	0
shard-4	iteration_result_admission_postgres::tests::a_committed_admission_is_read_back_by_its_locator_and_never_created_by_one	iteration_result_admission_postgres::tests::a_committed_admission_is_read_back_by_its_locator_and_never_created_by_one	0
shard-2	iteration_result_admission_postgres::tests::a_locator_from_another_experiment_never_reads_this_admission_back	iteration_result_admission_postgres::tests::a_locator_from_another_experiment_never_reads_this_admission_back	0
shard-3	iteration_result_admission_postgres::tests::row_scalar_storage_or_outbox_tamper_closes_the_readback	iteration_result_admission_postgres::tests::row_scalar_storage_or_outbox_tamper_closes_the_readback	0
shard-3	iteration_result_admission_postgres::tests::a_malformed_request_never_reaches_owner_custody	iteration_result_admission_postgres::tests::a_malformed_request_never_reaches_owner_custody	0
shard-3	postgres_owner_persists_one_family_and_replays_without_partial_conflict_writes	postgres_owner_persists_one_family_and_replays_without_partial_conflict_writes	0
shard-3	postgres_owner_persists_one_family_and_replays_without_partial_conflict_writes	every_v2_semantic_rejection_is_rejection_only_and_replays_exactly	0
shard-3	postgres_owner_persists_one_family_and_replays_without_partial_conflict_writes	invalid_successor_cannot_poison_heads_and_verified_lineage_never_skips_corruption	0
shard-3	postgres_owner_persists_one_family_and_replays_without_partial_conflict_writes	concurrent_invalid_and_valid_same_scope_serialize_without_invalid_authority	0
shard-3	postgres_owner_persists_one_family_and_replays_without_partial_conflict_writes	exhaustive_lineage_waits_for_row_mutation_and_recovers_after_restore	0
shard-3	postgres_owner_persists_one_family_and_replays_without_partial_conflict_writes	stored_request_meaning_corruption_is_unavailable_until_exact_restoration	0
shard-3	postgres_owner_persists_one_family_and_replays_without_partial_conflict_writes	missing_research_custody_prepares_no_attempt	0
shard-3	postgres_owner_persists_one_family_and_replays_without_partial_conflict_writes	research_and_attempt_resolve_share_one_deadlock_free_lock_order	0
shard-2	no_artifact_receipt_mutation_fails_closed_and_exact_restore_replays	no_artifact_receipt_mutation_fails_closed_and_exact_restore_replays	0
shard-2	expired_attempt_receipt_is_independently_outcome_unknown	expired_attempt_receipt_is_independently_outcome_unknown	0
shard-2	market_data_repair_resolution_postgres::tests::repaired_readback_is_reverified_inside_successor_transaction	market_data_repair_resolution_postgres::tests::repaired_readback_is_reverified_inside_successor_transaction	0
shard-3	market_data_repair_resolution_postgres::tests::commit_retry_resolve_conflict_and_tamper_are_atomic	market_data_repair_resolution_postgres::tests::commit_retry_resolve_conflict_and_tamper_are_atomic	0
shard-3	postgres::tests::portfolio_resource_grant_advisory_lock_serializes_distinct_grants	postgres::tests::portfolio_resource_grant_advisory_lock_serializes_distinct_grants	0
shard-3	postgres::tests::portfolio_resource_grant_issue_read_replay_successor_revoke_restart_acl_and_expiry	postgres::tests::portfolio_resource_grant_issue_read_replay_successor_revoke_restart_acl_and_expiry	0
shard-4	artifact_build_postgres::postgres_freshness_tests::exact_stale_cut_blocks_every_artifact_transition_without_writes	artifact_build_postgres::postgres_freshness_tests::exact_stale_cut_blocks_every_artifact_transition_without_writes	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	artifact_build_postgres::postgres_freshness_tests::stored_attempt_catalog_is_exactly_classifiable_without_writes	0
shard-2	artifact_build_postgres::postgres_freshness_tests::opaque_legacy_success_is_classified_but_never_promoted	artifact_build_postgres::postgres_freshness_tests::opaque_legacy_success_is_classified_but_never_promoted	0
shard-2	artifact_build_postgres::postgres_freshness_tests::exact_origin_terminal_legacy_is_read_only_and_nonterminal_blocks_activation	artifact_build_postgres::postgres_freshness_tests::exact_origin_terminal_legacy_is_read_only_and_nonterminal_blocks_activation	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	postgres_sealed_success_atomically_reads_back_distinct_time_heads_and_rejects_mismatches	0
shard-4	transaction_bound_read_uses_the_borrowed_backend_locks_and_writes_nothing	transaction_bound_read_uses_the_borrowed_backend_locks_and_writes_nothing	0
shard-4	transaction_bound_read_rejects_wrong_owner_acl_and_stale_custody	transaction_bound_read_rejects_wrong_owner_acl_and_stale_custody	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	product_edge_postgres::tests::frozen_program_runs_the_production_composer_to_a_durable_artifact	0
shard-3	replay_policy_catalog_postgres_v2::postgres_tests::catalog_v3_bootstrap_publishes_the_head_the_owner_reads_and_formation_binds	replay_policy_catalog_postgres_v2::postgres_tests::catalog_v3_bootstrap_publishes_the_head_the_owner_reads_and_formation_binds	0
shard-4	postgres::tests::autonomous_policy_authorization_advisory_lock_serializes_distinct_authorizations	postgres::tests::autonomous_policy_authorization_advisory_lock_serializes_distinct_authorizations	0
shard-4	postgres::tests::autonomous_policy_authorization_issue_read_replay_successor_revoke_restart_acl_and_expiry	postgres::tests::autonomous_policy_authorization_issue_read_replay_successor_revoke_restart_acl_and_expiry	0
shard-4	postgres::tests::postgres_successor_is_append_only_replay_safe_and_preserves_history	postgres::tests::postgres_successor_is_append_only_replay_safe_and_preserves_history	0
shard-4	postgres::tests::postgres_history_mutations_fail_closed_and_restore_exactly	postgres::tests::postgres_history_mutations_fail_closed_and_restore_exactly	0
shard-2	postgres::tests::shared_resolver_blocks_revoke_update_lock	postgres::tests::shared_resolver_blocks_revoke_update_lock	0
shard-4	postgres::tests::select_only_consumer_resolve_serializes_with_revoke	postgres::tests::select_only_consumer_resolve_serializes_with_revoke	0
shard-3	postgres::tests::lifecycle_request_admission_is_typed_effect_free_and_replay_exact	postgres::tests::lifecycle_request_admission_is_typed_effect_free_and_replay_exact	0
shard-4	adapter_binding_postgres::tests::postgres_binding_custody_is_atomic_replay_safe_and_tamper_closed	adapter_binding_postgres::tests::postgres_binding_custody_is_atomic_replay_safe_and_tamper_closed	0
shard-4	capacity_scope_postgres::tests::postgres_capacity_scope_registry_is_append_only_and_seals_one_bound_scope	capacity_scope_postgres::tests::postgres_capacity_scope_registry_is_append_only_and_seals_one_bound_scope	0
shard-4	capacity_scope_postgres::tests::postgres_capacity_scope_registry_is_append_only_and_seals_one_bound_scope	registry_postgres::postgres_proof::postgres_execution_scope_binds_only_what_both_source_owners_confirm	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	postgres::postgres_tests::protected_replay_request_sets_seal_every_terminal_lineage_and_close_registration	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	tests::postgres_protected_v3_results_and_attempt_frontiers_close_every_terminal_lineage	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	postgres::postgres_tests::protected_assessments_close_every_terminal_once_and_project_public_status	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	postgres::postgres_tests::protected_feedback_projection_readback_fails_closed_on_corruption_and_writes_nothing	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	owner::postgres::market_data_rd_api_authorization_postgres_tests::market_data_rd_api_admits_the_rd_owner_through_the_grant_layer_alone	0
shard-3	owner::postgres::market_data_rd_api_authorization_postgres_tests::market_data_rd_api_refuses_the_backtest_owner_loudly_not_emptily	owner::postgres::market_data_rd_api_authorization_postgres_tests::market_data_rd_api_refuses_the_backtest_owner_loudly_not_emptily	0
shard-3	postgres::chain_proofs::terminal_receipt_custody_commits_joins_refuses_and_reads_back_to_product_edge	postgres::chain_proofs::terminal_receipt_custody_commits_joins_refuses_and_reads_back_to_product_edge	0
shard-4	postgres::chain_proofs::a_caller_without_the_grant_is_refused_rather_than_answered_empty	postgres::chain_proofs::a_caller_without_the_grant_is_refused_rather_than_answered_empty	0
shard-4	capacity_scope_postgres::tests::postgres_capacity_scope_registry_is_append_only_and_seals_one_bound_scope	capacity_read_port_postgres::postgres_proof::postgres_capacity_observation_seals_only_what_portfolio_currently_publishes	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	tests::frozen_program_replays_over_http_to_the_same_joint_freeze	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	tests::an_authored_design_is_published_bound_and_frozen_over_http	0
shard-3	intent_lookup_does_not_lock_a_receipt_it_does_not_return	intent_lookup_does_not_lock_a_receipt_it_does_not_return	0
shard-4	postgres_error_message::postgres_tests::owner_storage_errors_carry_the_detail_postgres_sent	postgres_error_message::postgres_tests::owner_storage_errors_carry_the_detail_postgres_sent	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	product_edge_postgres::tests::second_request_under_one_principal_resolves_through_the_frontier_arm	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	postgres::postgres_tests::sealed_request_reads_name_the_admission_they_refused	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	postgres::postgres_tests::an_orphaned_projection_names_itself_rather_than_the_caller_request	0
shard-4	iteration_decision_postgres::postgres_acceptance_tests::positive_assessment_ready_decision_commit_retry_resolve_and_tamper_are_atomic	postgres::postgres_tests::an_eligibility_fact_window_is_derived_and_its_lineage_is_enforced_by_storage	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	tests::the_authored_frozen_program_runs_the_production_composer	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	iteration_decision_postgres::postgres_acceptance_tests::backtest_run_report_postgres_acceptance_tests::backtest_run_report_reads_back_every_point_a_real_run_committed	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	tests::backtest_run_report_browser_acceptance_reads_the_owner_answer	1
shard-2	postgres_readback_refuses_an_identity_admitted_for_another_operation	postgres_readback_refuses_an_identity_admitted_for_another_operation	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	product_edge_postgres::tests::postgres_v3_request_binds_its_instrument_scope_into_the_intent	0
shard-4	product_edge_postgres::tests::postgres_v3_scope_market_data_does_not_admit_closes_with_its_bound_check	product_edge_postgres::tests::postgres_v3_scope_market_data_does_not_admit_closes_with_its_bound_check	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	product_edge_postgres::tests::postgres_v3_request_market_data_cannot_place_is_rejected_by_its_own_answer	0
shard-3	deployment_acceptance::tests::deployment_fixture_is_admitted_idempotent_and_refuses_other_content_by_name	deployment_acceptance::tests::deployment_fixture_is_admitted_idempotent_and_refuses_other_content_by_name	0
shard-3	iteration_decision_postgres::postgres_acceptance_tests::legacy_replay_request_passes_the_source_boundary_under_issuance_isolation	iteration_decision_postgres::postgres_acceptance_tests::legacy_replay_request_passes_the_source_boundary_under_issuance_isolation	0
shard-3	postgres_tests::the_operation_routing_read_port_answers_every_routing_state_over_http	postgres_tests::the_operation_routing_read_port_answers_every_routing_state_over_http	0
shard-1	owner::replay_market_facts_v2::postgres_tests::postgres_replay_composition_owner_is_atomic_exact_and_observes_reader_market_transaction_overlap	research_initial_pit_postgres_tests::a_v3_research_request_issues_its_initial_pit_request_over_http	0
shard-3	dashboard_run_routing_acceptance::a_dashboard_run_starts_only_on_the_routing_the_writer_committed_and_reaches_the_owner	dashboard_run_routing_acceptance::a_dashboard_run_starts_only_on_the_routing_the_writer_committed_and_reaches_the_owner	0
shard-2	artifact_build_postgres::postgres_freshness_tests::legacy_prepared_drain_is_atomic_idempotent_and_read_only	artifact_build_postgres::postgres_freshness_tests::legacy_prepared_drain_is_atomic_idempotent_and_read_only	0
